,sample,header,label,name,replicon,resistance,circular,cov,len,genes,ARR-3,Col(BS512),Col(KPHS6),Col(MG828),Col(MGD2),Col156,Col8282,ColRNAI,IncB/O/K/Z,IncFIA,IncFIB(AP001918),IncFIB(pHCM2),IncFIB(pKPHS1),IncFIC(FII),IncFII,IncFII(29),IncFII(pRSB107),IncI1,IncN,IncQ1,IncR,IncX1,IncX3,IncX4,aac(3)-IIa,aac(3)-IId,aac(6')-Ib-cr,aadA5,aadA8b,ant(3'')-Ia,aph(3'')-Ib,aph(3')-Ia,aph(6)-Id,blaCMY-42,blaCTX-M-1,blaCTX-M-14,blaCTX-M-14b,blaCTX-M-15,blaCTX-M-27,blaCTX-M-8,blaOXA-1,blaTEM-15,blaTEM-1B,catA1,catB3,cmlA1,dfrA1,dfrA12,dfrA14,dfrA17,erm(B),lnu(F),mdf(A),mef(B),mph(A),p0111,sul1,sul2,sul3,tet(34),tet(A),tet(B),tet(D)
17,ESBL03,17 length=695 depth=1.09x,misc,M_12,False,False,False,1.09,695,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,ESBL03,18 length=671 depth=3.22x,misc,M_13,False,False,False,3.22,671,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,ESBL03,19 length=647 depth=1.09x,misc,M_14,False,False,False,1.09,647,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,ESBL03,20 length=457 depth=0.59x,misc,M_15,False,False,False,0.59,457,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,ESBL03,21 length=456 depth=0.69x,misc,M_16,False,False,False,0.69,456,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,ESBL03,22 length=335 depth=1.09x,misc,M_17,False,False,False,1.09,335,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,ESBL03,23 length=278 depth=1.09x,misc,M_18,False,False,False,1.09,278,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,ESBL03,24 length=159 depth=1.09x,misc,M_19,False,False,False,1.09,159,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,ESBL03,25 length=149 depth=1.83x,misc,M_20,False,False,False,1.83,149,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,ESBL03,26 length=144 depth=1.09x,misc,M_21,False,False,False,1.09,144,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,ESBL03,27 length=140 depth=1.64x,misc,M_22,False,False,False,1.64,140,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,ESBL03,28 length=139 depth=1.09x,misc,M_23,False,False,False,1.09,139,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,ESBL03,6 length=122202 depth=1.00x circular=true,plasmid,P_0,True,False,True,1.00,122202,"['IncFIB(AP001918)', 'IncFIA', 'IncFIC(FII)']",,,,,,,,,,109034..109417,1..603,,,45636..46136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,ESBL03,8 length=3985 depth=4.07x circular=true,plasmid,P_1,False,True,True,4.07,3985,['blaCTX-M-15'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302..1177,,,,,,,,,,,,,,,,,,,,,,,,,
1,ESBL22,1 length=4966033 depth=1.00x circular=true,chromosome,C_0,False,True,True,1.00,4966033,['mdf(A)'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4432022..4433254,,,,,,,,,,
2,ESBL22,2 length=134896 depth=1.23x circular=true,plasmid,P_0,True,True,True,1.23,134896,"[""ant(3'')-Ia"", 'mph(A)', ""aph(3'')-Ib"", 'aadA5', 'dfrA17', 'Col156', 'sul1', 'sul2', 'IncFIB(AP001918)', 'tet(A)', 'blaCTX-M-27', 'IncFII(pRSB107)', 'IncFIA']",,,,,,23428..23581,,,,113720..114107,134818..134896,,,,,,66114..66374,,,,,,,,,,,43671..44459,,42882..43048,54308..55111,,,,,,,,59778..60653,,,,,,,,,,,43067..43540,,,,,51140..52061,,44979..45845,53432..54247,,,56926..58172,,
3,ESBL22,3 length=5167 depth=3.38x circular=true,plasmid,P_1,True,False,True,3.38,5167,['Col156'],,,,,,511..664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,ESBL05,1 length=2751190 depth=1.00x,chromosome,C_0,False,True,False,1.00,2751190,"['mdf(A)', 'tet(34)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,730486..731718,,,,,,,1349148..1349503,,,
2,ESBL05,2 length=1720025 depth=1.26x,chromosome,C_1,False,False,False,1.26,1720025,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,ESBL05,3 length=418892 depth=0.81x,misc,M_0,False,False,False,0.81,418892,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,ESBL05,8 length=4005 depth=0.80x,misc,M_1,False,False,False,0.80,4005,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,ESBL05,9 length=3218 depth=2.16x,misc,M_2,False,False,False,2.16,3218,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,ESBL05,10 length=1700 depth=0.78x,misc,M_3,False,False,False,0.78,1700,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,ESBL05,11 length=1464 depth=2.30x,misc,M_4,False,False,False,2.30,1464,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,ESBL05,12 length=970 depth=1.23x,misc,M_5,False,False,False,1.23,970,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,ESBL05,13 length=887 depth=2.19x,misc,M_6,False,False,False,2.19,887,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,ESBL05,15 length=856 depth=1.23x,misc,M_7,False,False,False,1.23,856,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,ESBL05,14 length=856 depth=0.94x,misc,M_8,False,False,False,0.94,856,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,ESBL05,17 length=830 depth=1.08x,misc,M_9,False,False,False,1.08,830,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,ESBL05,16 length=830 depth=1.39x,misc,M_10,False,False,False,1.39,830,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,ESBL05,18 length=768 depth=0.99x,misc,M_11,False,False,False,0.99,768,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,ESBL05,19 length=759 depth=1.33x,misc,M_12,False,False,False,1.33,759,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,ESBL05,20 length=660 depth=1.32x,misc,M_13,False,False,False,1.32,660,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,ESBL05,22 length=643 depth=1.15x,misc,M_14,False,False,False,1.15,643,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,ESBL05,21 length=643 depth=1.30x,misc,M_15,False,False,False,1.30,643,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,ESBL05,23 length=540 depth=1.16x,misc,M_16,False,False,False,1.16,540,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,ESBL05,25 length=487 depth=1.01x,misc,M_17,False,False,False,1.01,487,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,ESBL05,24 length=487 depth=1.25x,misc,M_18,False,False,False,1.25,487,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,ESBL05,27 length=458 depth=1.38x,misc,M_19,False,False,False,1.38,458,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,ESBL05,26 length=458 depth=0.99x,misc,M_20,False,False,False,0.99,458,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,ESBL05,29 length=454 depth=0.86x,misc,M_21,False,False,False,0.86,454,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,ESBL05,28 length=454 depth=1.00x,misc,M_22,False,False,False,1.00,454,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,ESBL05,30 length=423 depth=1.40x,misc,M_23,False,False,False,1.40,423,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,ESBL05,31 length=403 depth=2.53x,misc,M_24,False,False,False,2.53,403,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,ESBL05,32 length=322 depth=1.58x,misc,M_25,False,False,False,1.58,322,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,ESBL05,33 length=322 depth=1.03x,misc,M_26,False,False,False,1.03,322,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,ESBL05,34 length=315 depth=2.16x,misc,M_27,False,False,False,2.16,315,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,ESBL05,35 length=269 depth=1.86x,misc,M_28,False,False,False,1.86,269,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,ESBL05,36 length=260 depth=2.70x,misc,M_29,False,False,False,2.70,260,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,ESBL05,37 length=230 depth=2.09x,misc,M_30,False,False,False,2.09,230,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,ESBL05,38 length=202 depth=1.87x,misc,M_31,False,False,False,1.87,202,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,ESBL05,39 length=189 depth=2.63x,misc,M_32,False,False,False,2.63,189,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,ESBL05,40 length=155 depth=1.02x,misc,M_33,False,False,False,1.02,155,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,ESBL05,41 length=137 depth=1.63x,misc,M_34,False,False,False,1.63,137,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,ESBL05,42 length=113 depth=0.79x,misc,M_35,False,False,False,0.79,113,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,ESBL05,43 length=104 depth=1.10x,misc,M_36,False,False,False,1.10,104,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,ESBL05,4 length=110652 depth=0.76x circular=true,plasmid,P_0,True,False,True,0.76,110652,['IncFIB(pKPHS1)'],,,,,,,,,,,,,110533..110652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,ESBL05,5 length=90579 depth=1.25x circular=true,plasmid,P_1,True,True,True,1.25,90579,"['blaCTX-M-1', 'IncI1']",,,,,,,,,,,,,,,,,,90368..90509,,,,,,,,,,,,,,,,,84208..85083,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,ESBL05,6 length=47105 depth=0.73x,plasmid,P_2,True,True,False,0.73,47105,"['IncX1', ""ant(3'')-Ia"", 'IncX3', 'lnu(F)']",,,,,,,,,,,,,,,,,,,,,,37962..38335,36121..36465,,,,,,,5127..5938,,,,,,,,,,,,,,,,,,,,,,4174..4995,,,,,,,,,,,
7,ESBL05,7 length=38578 depth=1.20x circular=true,plasmid,P_3,True,True,True,1.20,38578,"['mef(B)', 'IncR', 'aadA8b', ""ant(3'')-Ia"", 'dfrA12', 'sul3', 'blaTEM-1B', 'cmlA1', 'IncN']",,,,,,,,,,,,,,,,,,,18160..18297,,26237..26487,,,,,,,,2714..3505,309..1110,,,,,,,,,,,,,13445..14305,,,1193..2452,,3913..4410,,,,,,34391..34653,,,,,36414..37205,,,,
1,ESBL20,1 length=2797878 depth=1.00x,chromosome,C_0,False,True,False,1.00,2797878,['mdf(A)'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1464333..1465565,,,,,,,,,,
2,ESBL20,2 length=714531 depth=1.19x,misc,M_0,False,False,False,1.19,714531,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,ESBL20,3 length=600677 depth=1.03x,misc,M_1,False,False,False,1.03,600677,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,ESBL20,4 length=469776 depth=1.07x,misc,M_2,False,False,False,1.07,469776,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,ESBL20,5 length=424909 depth=1.23x,misc,M_3,False,False,False,1.23,424909,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,ESBL20,9 length=4770 depth=0.27x,misc,M_4,False,False,False,0.27,4770,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,ESBL20,10 length=3169 depth=2.03x,misc,M_5,False,False,False,2.03,3169,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,ESBL20,11 length=1577 depth=2.29x,misc,M_6,False,False,False,2.29,1577,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,ESBL20,13 length=265 depth=2.29x,misc,M_7,False,False,False,2.29,265,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,ESBL20,14 length=224 depth=1.23x,misc,M_8,False,False,False,1.23,224,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,ESBL20,6 length=130232 depth=1.20x circular=true,plasmid,P_0,True,True,True,1.20,130232,"[""ant(3'')-Ia"", 'mph(A)', ""aph(3'')-Ib"", 'aadA5', 'dfrA17', 'Col156', 'sul1', 'sul2', 'IncFIB(AP001918)', 'tet(A)', 'blaCTX-M-27', 'IncFII(pRSB107)', 'IncFIA']",,,,,,23427..23580,,,,114492..114879,130154..130232,,,,,,85682..85942,,,,,,,,,,,107597..108385,,109008..109174,96945..97748,,,,,,,,91403..92278,,,,,,,,,,,108516..108989,,,,,99995..100916,,106211..107077,97809..98624,,,93884..95130,,
7,ESBL20,7 length=87713 depth=1.16x circular=true,plasmid,P_1,True,False,True,1.16,87713,['IncI1'],,,,,,,,,,,,,,,,,,87457..87598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,ESBL20,8 length=5167 depth=2.93x circular=true,plasmid,P_2,True,False,True,2.93,5167,['Col156'],,,,,,511..664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,ESBL20,12 length=1549 depth=11.37x circular=true,plasmid,P_3,True,False,True,11.37,1549,['Col(MG828)'],,,,708..969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,ESBL21,1 length=4963834 depth=1.00x,chromosome,C_0,False,True,False,1.00,4963834,['mdf(A)'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2542903..2544135,,,,,,,,,,
2,ESBL21,2 length=157030 depth=1.35x circular=true,plasmid,P_0,True,True,True,1.35,157030,"['IncI1', 'IncFIB(AP001918)', 'blaTEM-1B', 'aac(3)-IId', 'blaCTX-M-8', 'IncFII(pRSB107)', 'IncFIA']",,,,,,,,,,80734..81121,101832..102513,,,,,,116730..116990,156819..156960,,,,,,,,108834..109694,,,,,,,,,,,,,,139130..140005,,,110866..111726,,,,,,,,,,,,,,,,,,,,
3,ESBL21,3 length=33093 depth=0.97x circular=true,plasmid,P_1,True,False,True,0.97,33093,['IncX4'],,,,,,,,,,,,,,,,,,,,,,,,29741..30114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,ESBL21,4 length=29081 depth=0.70x circular=true,plasmid,P_2,False,False,True,0.70,29081,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,ESBL21,5 length=8554 depth=2.45x circular=true,plasmid,P_3,True,False,True,2.45,8554,['ColRNAI'],,,,,,,,1955..2085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,ESBL21,6 length=6229 depth=4.15x circular=true,plasmid,P_4,True,False,True,4.15,6229,['Col156'],,,,,,5703..5856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,ESBL21,7 length=5165 depth=2.68x circular=true,plasmid,P_5,True,False,True,2.68,5165,['Col156'],,,,,,511..664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,ESBL21,8 length=1309 depth=9.20x circular=true,plasmid,P_6,True,False,True,9.20,1309,['Col(KPHS6)'],,,947..1124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,ESBL21,9 length=1306 depth=12.01x circular=true,plasmid,P_7,False,False,True,12.01,1306,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,ESBL25,1 length=3953341 depth=1.00x,chromosome,C_0,False,True,False,1.00,3953341,['mdf(A)'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1343842..1345074,,,,,,,,,,
2,ESBL25,2 length=1102727 depth=0.97x,chromosome,C_1,False,False,False,0.97,1102727,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,ESBL25,3 length=130945 depth=1.58x circular=true,plasmid,P_0,True,True,True,1.58,130945,"[""ant(3'')-Ia"", 'IncFIC(FII)', 'dfrA14', 'mph(A)', 'blaCTX-M-14', 'IncFIB(AP001918)', 'tet(B)', 'IncFIA']",,,,,,,,,,65469..65856,49366..50046,,,130651..130945,,,,,,,,,,,,,,,,16039..16206,,,,,,125666..126541,,,,,,,,,,,,,16213..16695,,,,,,11357..12278,,,,,,,24474..25679,
4,ESBL25,4 length=93541 depth=1.08x circular=true,plasmid,P_1,True,False,True,1.08,93541,['IncB/O/K/Z'],,,,,,,,,93264..93418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,ESBL25,5 length=91632 depth=0.79x,plasmid,P_2,True,False,False,0.79,91632,['p0111'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27573..28457,,,,,,,
6,ESBL25,6 length=7939 depth=3.50x circular=true,plasmid,P_3,True,False,True,3.50,7939,['ColRNAI'],,,,,,,,5630..5760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,ESBL25,7 length=7450 depth=4.67x circular=true,plasmid,P_4,True,False,True,4.67,7450,['Col156'],,,,,,511..664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,ESBL25,8 length=5631 depth=3.57x circular=true,plasmid,P_5,True,False,True,3.57,5631,['ColRNAI'],,,,,,,,2831..2950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,ESBL25,9 length=4072 depth=5.51x circular=true,plasmid,P_6,True,False,True,5.51,4072,['Col8282'],,,,,,,428..632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,ESBL25,12 length=1552 depth=10.07x circular=true,plasmid,P_7,True,False,True,10.07,1552,['Col(MG828)'],,,,176..437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,ESBL25,10 length=1798 depth=0.35x,misc,M_0,False,False,False,0.35,1798,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,ESBL25,11 length=1569 depth=0.59x,misc,M_1,False,False,False,0.59,1569,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,ESBL25,13 length=609 depth=0.76x,misc,M_2,False,False,False,0.76,609,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,ESBL25,14 length=491 depth=0.35x,misc,M_3,False,False,False,0.35,491,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,ESBL25,15 length=256 depth=5.54x,misc,M_4,False,False,False,5.54,256,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,ESBL25,16 length=184 depth=1.53x,misc,M_5,False,False,False,1.53,184,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,ESBL17,1 length=2467818 depth=1.16x,chromosome,C_0,False,False,False,1.16,2467818,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,ESBL17,2 length=2000885 depth=0.96x,chromosome,C_1,False,False,False,0.96,2000885,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,ESBL17,3 length=749678 depth=1.00x circular=true,plasmid,P_0,False,True,True,1.00,749678,['mdf(A)'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,643345..644577,,,,,,,,,,
4,ESBL17,4 length=159981 depth=1.18x circular=true,plasmid,P_1,True,True,True,1.18,159981,"[""ant(3'')-Ia"", 'mph(A)', 'IncFIC(FII)', 'aadA5', ""aac(6')-Ib-cr"", 'dfrA17', 'sul1', 'blaCTX-M-15', 'aac(3)-IIa', 'IncFIB(AP001918)', 'tet(A)', 'catB3', 'IncFIA', 'blaOXA-1']",,,,,,,,,,134629..135012,159903..159981,,,73802..74302,,,,,,,,,,,10493..11353,,44999..45598,30928..31716,,30139..30305,,,,,,,,42845..43720,,,45729..46559,,,,46697..47141,,,,,30324..30797,,,,,38397..39318,,32236..33102,,,,50472..51718,,
5,ESBL17,5 length=91270 depth=0.76x,plasmid,P_2,True,False,False,0.76,91270,['p0111'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63769..64653,,,,,,,
8,ESBL17,8 length=2101 depth=5.16x circular=true,plasmid,P_3,True,False,True,5.16,2101,['Col(BS512)'],,1954..2101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,ESBL17,6 length=9794 depth=1.61x,misc,M_0,False,False,False,1.61,9794,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,ESBL17,7 length=4937 depth=0.59x,misc,M_1,False,False,False,0.59,4937,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,ESBL17,9 length=1143 depth=0.46x,misc,M_2,False,False,False,0.46,1143,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,ESBL17,10 length=396 depth=1.16x,misc,M_3,False,False,False,1.16,396,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,ESBL17,11 length=300 depth=4.21x,misc,M_4,False,False,False,4.21,300,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,ESBL16,1 length=1317026 depth=1.00x,chromosome,C_0,False,True,False,1.00,1317026,['tet(34)'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1008887..1009242,,,
