,sample,header,label,name,replicon,resistance,circular,len,genes,ARR-3,Col(BS512),Col(MG828),Col(MGD2),Col156,Col8282,ColRNAI,IncB/O/K/Z,IncFIA,IncFIB(AP001918),IncFIB(pHCM2),IncFIB(pKPHS1),IncFIC(FII),IncFII,IncFII(29),IncFII(pRSB107),IncI1,IncN,IncQ1,IncR,IncX1,IncX3,IncX4,aac(3)-IIa,aac(3)-IId,aac(3)-IIe,aac(6')-Ib-cr,aadA5,aadA8b,ant(3'')-Ia,aph(3'')-Ib,aph(3')-Ia,aph(6)-Id,blaCMY-42,blaCTX-M-1,blaCTX-M-14,blaCTX-M-14b,blaCTX-M-15,blaCTX-M-27,blaCTX-M-3,blaCTX-M-8,blaOXA-1,blaTEM-1B,blaTEM-1C,blaTEM-52B,catA1,catB3,cmlA1,dfrA1,dfrA12,dfrA14,dfrA17,erm(B),lnu(F),mdf(A),mef(B),mph(A),p0111,sul1,sul2,sul3,tet(34),tet(A),tet(B),tet(D)
tig00000568,ESBL02,tig00000568 len=97965 reads=958 covStat=1164.18 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,plasmid,P_1,True,True,False,97965,"['blaCTX-M-15', 'blaTEM-1B', 'IncI1']",,,,,,,,,,,,,,,,,85690..85831,,,,,,,,,,,,,,,,,,,,,73517..74392,,,,,69835..70695,,,,,,,,,,,,,,,,,,,,,,
tig00000567,ESBL02,tig00000567 len=15539 reads=75 covStat=178.47 gappedBases=no class=contig suggestRepeat=yes suggestCircular=no,misc,M_0,False,False,False,15539,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000002,ESBL02,tig00000002 len=13496 reads=54 covStat=134.76 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_1,False,False,False,13496,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000569,ESBL02,tig00000569 len=13408 reads=55 covStat=155.45 gappedBases=no class=contig suggestRepeat=yes suggestCircular=no,misc,M_2,False,False,False,13408,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000004,ESBL02,tig00000004 len=9867 reads=5 covStat=-1.78 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_3,False,False,False,9867,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000547,ESBL02,tig00000547 len=7366 reads=6 covStat=17.83 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_4,False,True,False,7366,"[""ant(3'')-Ia"", 'dfrA17']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6913..7079,,,,,,,,,,,,,,,,,,,,,,7098..7366,,,,,,,,,,,,,
tig00000328,ESBL02,tig00000328 len=6048 reads=7 covStat=6.84 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_5,False,False,False,6048,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00019794,ESBL02,tig00019794 len=5851 reads=1 covStat=0.00 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_6,False,False,False,5851,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00019793,ESBL02,tig00019793 len=5833 reads=2 covStat=-0.59 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_7,False,False,False,5833,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000326,ESBL02,tig00000326 len=5529 reads=15 covStat=17.76 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_8,False,False,False,5529,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000006,ESBL02,tig00000006 len=5098 reads=7 covStat=47.92 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_9,False,False,False,5098,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000036,ESBL02,tig00000036 len=5059 reads=6 covStat=5.80 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_10,False,False,False,5059,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000003,ESBL02,tig00000003 len=4220 reads=9 covStat=17.96 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_11,False,False,False,4220,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000051,ESBL02,tig00000051 len=3526 reads=4 covStat=-1.35 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_12,False,False,False,3526,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000001,ESBL03,tig00000001 len=5254659 reads=45092 covStat=25225.17 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,chromosome,C_0,False,True,False,5254659,"['blaCTX-M-15', ""aac(6')-Ib-cr"", 'catB3', 'mdf(A)', 'blaOXA-1']",,,,,,,,,,,,,,,,,,,,,,,,,,,3523723..3524322,,,,,,,,,,,3535706..3536581,,,,3524453..3525283,,,,,3525421..3525865,,,,,,,,1961694..1962926,,,,,,,,,,
tig00000235,ESBL03,tig00000235 len=120486 reads=694 covStat=784.48 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,plasmid,P_0,True,False,False,120486,"['IncFIB(AP001918)', 'IncFIA', 'IncFIC(FII)']",,,,,,,,,16429..16812,3045..3725,,,92865..93163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000006,ESBL03,tig00000006 len=20707 reads=77 covStat=109.50 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_0,False,False,False,20707,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000002,ESBL03,tig00000002 len=13209 reads=45 covStat=49.09 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_1,False,False,False,13209,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000243,ESBL03,tig00000243 len=7063 reads=5 covStat=-2.39 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_2,False,False,False,7063,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000153,ESBL03,tig00000153 len=3049 reads=13 covStat=7.96 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_3,False,False,False,3049,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00008629,ESBL03,tig00008629 len=2610 reads=1 covStat=0.00 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_4,False,False,False,2610,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00008630,ESBL03,tig00008630 len=2610 reads=8 covStat=-4.46 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_5,False,False,False,2610,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00008627,ESBL03,tig00008627 len=2492 reads=8 covStat=3.33 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_6,False,False,False,2492,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00008628,ESBL03,tig00008628 len=2347 reads=1 covStat=0.00 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_7,False,False,False,2347,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000100,ESBL03,tig00000100 len=1173 reads=12 covStat=-6.94 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_8,False,False,False,1173,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000001,ESBL22,tig00000001 len=4398637 reads=44716 covStat=22140.57 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,chromosome,C_0,False,True,False,4398637,['mdf(A)'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,772546..773778,,,,,,,,,,
tig00000055,ESBL22,tig00000055 len=563801 reads=5189 covStat=3192.38 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_0,False,False,False,563801,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00009310,ESBL22,tig00009310 len=16746 reads=14 covStat=88.10 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_1,False,False,False,16746,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00009311,ESBL22,tig00009311 len=12484 reads=1 covStat=0.00 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_2,False,False,False,12484,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000122,ESBL22,tig00000122 len=8400 reads=7 covStat=19.10 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_3,False,False,False,8400,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000011,ESBL22,tig00000011 len=6694 reads=4 covStat=16.93 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_4,False,False,False,6694,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00009309,ESBL22,tig00009309 len=4686 reads=1 covStat=0.00 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_5,False,False,False,4686,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000084,ESBL22,tig00000084 len=2170 reads=4 covStat=-1.70 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_6,False,False,False,2170,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00009308,ESBL22,tig00009308 len=139481 reads=1296 covStat=730.92 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,plasmid,P_0,True,True,False,139481,"[""ant(3'')-Ia"", 'mph(A)', ""aph(3'')-Ib"", 'aadA5', 'dfrA17', 'Col156', 'sul1', 'sul2', 'IncFIB(AP001918)', 'tet(A)', 'blaCTX-M-27', 'IncFII(pRSB107)', 'IncFIA']",,,,,118282..118423,,,,27721..28108,6330..7010,,,,,,75501..75761,,,,,,,,,,,,97415..98203,,98826..98992,86763..87566,,,,,,,,81222..82097,,,,,,,,,,,,,98334..98807,,,,,89813..90734,,96029..96895,87627..88442,,,83702..84948,,
tig00000079,ESBL22,tig00000079 len=7072 reads=71 covStat=4.51 gappedBases=no class=contig suggestRepeat=no suggestCircular=yes,plasmid,P_1,True,False,True,7072,['Col156'],,,,,2389..2542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00001430,ESBL05,tig00001430 len=1750583 reads=19482 covStat=11452.31 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,chromosome,C_0,False,True,False,1750583,['mdf(A)'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1168625..1169857,,,,,,,,,,
tig00001428,ESBL05,tig00001428 len=1733203 reads=20629 covStat=10418.90 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,chromosome,C_1,False,False,False,1733203,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000015,ESBL05,tig00000015 len=1039646 reads=11628 covStat=6748.55 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,chromosome,C_2,False,False,False,1039646,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00001432,ESBL05,tig00001432 len=416323 reads=4839 covStat=2507.21 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_0,False,True,False,416323,['tet(34)'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49148..49503,,,
tig00001429,ESBL05,tig00001429 len=20628 reads=208 covStat=104.77 gappedBases=no class=contig suggestRepeat=yes suggestCircular=no,misc,M_1,False,False,False,20628,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00001431,ESBL05,tig00001431 len=9673 reads=51 covStat=60.16 gappedBases=no class=contig suggestRepeat=yes suggestCircular=no,misc,M_2,False,False,False,9673,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00001253,ESBL05,tig00001253 len=9399 reads=5 covStat=-2.16 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_3,False,False,False,9399,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000236,ESBL05,tig00000236 len=9077 reads=13 covStat=64.57 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_4,False,False,False,9077,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00001434,ESBL05,tig00001434 len=6804 reads=12 covStat=46.30 gappedBases=no class=contig suggestRepeat=yes suggestCircular=no,misc,M_5,False,False,False,6804,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000176,ESBL05,tig00000176 len=5718 reads=7 covStat=-3.21 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_6,False,False,False,5718,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00014465,ESBL05,tig00014465 len=5573 reads=9 covStat=4.98 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_7,False,False,False,5573,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00014464,ESBL05,tig00014464 len=5556 reads=1 covStat=0.00 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_8,False,False,False,5556,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000282,ESBL05,tig00000282 len=5250 reads=8 covStat=3.93 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_9,False,False,False,5250,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00001120,ESBL05,tig00001120 len=3887 reads=4 covStat=3.02 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_10,False,False,False,3887,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000101,ESBL05,tig00000101 len=3301 reads=3 covStat=-1.22 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_11,False,False,False,3301,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000210,ESBL05,tig00000210 len=3009 reads=9 covStat=-4.62 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_12,False,False,False,3009,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000180,ESBL05,tig00000180 len=2644 reads=12 covStat=-6.84 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_13,False,False,False,2644,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000314,ESBL05,tig00000314 len=2206 reads=11 covStat=-6.09 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_14,False,False,False,2206,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000344,ESBL05,tig00000344 len=1644 reads=3 covStat=-1.09 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_15,False,False,False,1644,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000383,ESBL05,tig00000383 len=117807 reads=604 covStat=1174.40 gappedBases=no class=contig suggestRepeat=no suggestCircular=yes,plasmid,P_0,True,False,True,117807,['IncFIB(pKPHS1)'],,,,,,,,,,,,107735..108294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000384,ESBL05,tig00000384 len=96777 reads=602 covStat=895.88 gappedBases=no class=contig suggestRepeat=no suggestCircular=yes,plasmid,P_1,True,True,True,96777,"['blaCTX-M-1', 'IncI1']",,,,,,,,,,,,,,,,,73588..73729,,,,,,,,,,,,,,,,,,67429..68304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00001433,ESBL05,tig00001433 len=42904 reads=175 covStat=403.46 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,plasmid,P_2,True,True,False,42904,"['mef(B)', 'IncR', 'aadA8b', ""ant(3'')-Ia"", 'dfrA12', 'sul3', 'blaTEM-1B', 'cmlA1', 'IncN']",,,,,,,,,,,,,,,,,,31644..31781,,23453..23703,,,,,,,,,7864..8654,10257..11058,,,,,,,,,,,,,36058..36918,,,,,8916..10174,,6960..7457,,,,,,15290..15552,,,,,12740..13531,,,,
tig00000407,ESBL05,tig00000407 len=23447 reads=124 covStat=209.43 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,plasmid,P_3,True,False,False,23447,"['IncX1', 'IncX3']",,,,,,,,,,,,,,,,,,,,,4..340,1830..2169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000409,ESBL05,tig00000409 len=22485 reads=86 covStat=204.62 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,plasmid,P_4,True,True,False,22485,"['IncX1', ""ant(3'')-Ia"", 'lnu(F)', 'blaTEM-1B']",,,,,,,,,,,,,,,,,,,,,22172..22485,,,,,,,,,6166..6964,,,,,,,,,,,,,8625..9485,,,,,,,,,,,3499..4320,,,,,,,,,,,
tig00000393,ESBL05,tig00000393 len=9109 reads=10 covStat=72.16 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,plasmid,P_5,True,False,False,9109,['IncI1'],,,,,,,,,,,,,,,,,7501..7642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000841,ESBL20,tig00000841 len=1891209 reads=17752 covStat=8965.65 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,chromosome,C_0,False,True,False,1891209,['mdf(A)'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1470981..1472213,,,,,,,,,,
tig00000839,ESBL20,tig00000839 len=1192428 reads=11866 covStat=5160.68 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,chromosome,C_1,False,False,False,1192428,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000122,ESBL20,tig00000122 len=660171 reads=5244 covStat=3755.52 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_0,False,False,False,660171,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000119,ESBL20,tig00000119 len=430121 reads=5124 covStat=1238.92 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_1,False,False,False,430121,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000161,ESBL20,tig00000161 len=363974 reads=3133 covStat=1888.30 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_2,False,False,False,363974,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000050,ESBL20,tig00000050 len=235470 reads=2031 covStat=1204.34 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_3,False,False,False,235470,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000214,ESBL20,tig00000214 len=175683 reads=1259 covStat=1091.17 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_4,False,False,False,175683,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000233,ESBL20,tig00000233 len=82250 reads=623 covStat=462.79 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_5,False,False,False,82250,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000258,ESBL20,tig00000258 len=6018 reads=5 covStat=17.25 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_6,False,False,False,6018,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000842,ESBL20,tig00000842 len=4703 reads=7 covStat=23.23 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_7,False,False,False,4703,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000269,ESBL20,tig00000269 len=4056 reads=7 covStat=6.75 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_8,False,False,False,4056,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000242,ESBL20,tig00000242 len=3037 reads=4 covStat=4.74 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_9,False,False,False,3037,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000217,ESBL20,tig00000217 len=2921 reads=10 covStat=-5.55 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_10,False,False,False,2921,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000432,ESBL20,tig00000432 len=2843 reads=7 covStat=-3.72 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_11,False,False,False,2843,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000843,ESBL20,tig00000843 len=2093 reads=14 covStat=-8.44 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_12,False,False,False,2093,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000273,ESBL20,tig00000273 len=2034 reads=5 covStat=-2.38 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_13,False,False,False,2034,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000168,ESBL20,tig00000168 len=139497 reads=1034 covStat=772.49 gappedBases=no class=contig suggestRepeat=no suggestCircular=yes,plasmid,P_0,True,True,True,139497,"[""ant(3'')-Ia"", 'mph(A)', ""aph(3'')-Ib"", 'aadA5', 'dfrA17', 'Col156', 'sul1', 'sul2', 'IncFIB(AP001918)', 'tet(A)', 'blaCTX-M-27', 'IncFII(pRSB107)', 'IncFIA']",,,,,23645..23786,,,,114722..115109,130382..131063,,,,,,85912..86172,,,,,,,,,,,,107827..108615,,109238..109404,97175..97978,,,,,,,,91633..92508,,,,,,,,,,,,,108746..109219,,,,,100225..101146,,106441..107307,98039..98854,,,94114..95360,,
tig00000240,ESBL20,tig00000240 len=84575 reads=562 covStat=518.38 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,plasmid,P_1,True,False,False,84575,['IncI1'],,,,,,,,,,,,,,,,,46651..46792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000724,ESBL20,tig00000724 len=4277 reads=45 covStat=-5.84 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,plasmid,P_2,True,False,False,4277,['Col156'],,,,,834..987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000267,ESBL20,tig00000267 len=2232 reads=15 covStat=-1.31 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,plasmid,P_3,True,False,False,2232,['Col(MG828)'],,,760..1021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000002,ESBL21,tig00000002 len=4502901 reads=59987 covStat=36357.83 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,chromosome,C_0,False,False,False,4502901,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000001,ESBL21,tig00000001 len=474929 reads=6098 covStat=3910.09 gappedBases=no class=contig suggestRepeat=no suggestCircular=yes,plasmid,P_0,False,True,True,474929,['mdf(A)'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,372721..373953,,,,,,,,,,
tig00000280,ESBL21,tig00000280 len=162723 reads=2289 covStat=1076.88 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,plasmid,P_1,True,True,False,162723,"['IncI1', 'blaTEM-1B', 'IncFIB(AP001918)', 'IncFII(pRSB107)', 'aac(3)-IId', 'IncFIA', 'blaCTX-M-8']",,,,,,,,,109281..109668,130377..131057,,,,,,145273..145533,28340..28481,,,,,,,,137377..138237,,,,,,,,,,,,,,,,10651..11526,,139409..140269,,,,,,,,,,,,,,,,,,,,,,
